Ax,Ay,Az, Gx,Gy,Gz
-9.07,0.07,0.69, -0.10,-0.03,-0.01
-9.05,0.06,0.67, -0.10,-0.02,-0.01
-9.08,0.05,0.69, -0.10,-0.01,-0.01
-9.11,0.05,0.67, -0.11,-0.01,-0.01
-9.08,0.06,0.66, -0.11,-0.02,-0.01
-9.08,0.05,0.64, -0.10,-0.03,-0.01
-9.10,0.07,0.66, -0.10,-0.04,-0.01
-9.08,0.03,0.71, -0.10,-0.04,-0.01
-9.05,0.05,0.72, -0.10,-0.03,-0.01
-9.06,0.06,0.74, -0.10,-0.02,-0.01
-9.07,0.07,0.74, -0.10,-0.01,-0.01
-9.08,0.07,0.71, -0.10,-0.01,-0.01
-9.09,0.03,0.70, -0.10,-0.01,-0.01
-9.10,0.04,0.70, -0.10,-0.01,-0.01
-9.07,0.05,0.73, -0.10,-0.02,-0.01
-9.09,0.04,0.71, -0.10,-0.02,-0.01
-9.07,0.04,0.72, -0.10,-0.02,-0.01
-9.07,0.05,0.74, -0.10,-0.02,-0.01
-9.08,0.05,0.74, -0.10,-0.01,-0.01
-9.06,0.04,0.77, -0.10,0.00,-0.01
-9.05,0.06,0.74, -0.10,0.00,-0.01
-9.10,0.04,0.68, -0.10,-0.00,-0.01
-9.11,0.02,0.70, -0.10,-0.01,-0.01
-9.09,0.04,0.75, -0.10,-0.02,-0.01
-9.07,0.05,0.73, -0.10,-0.03,-0.01
-9.08,0.04,0.76, -0.10,-0.03,-0.01
-9.08,0.03,0.78, -0.10,-0.02,-0.02
-9.06,0.06,0.74, -0.09,-0.01,-0.02
-9.08,0.03,0.74, -0.10,-0.00,-0.01
-9.07,0.00,0.75, -0.10,-0.00,-0.01
-9.08,0.04,0.77, -0.10,0.00,-0.01
-9.06,0.06,0.78, -0.10,0.01,-0.01
-9.08,0.04,0.77, -0.10,0.03,-0.01
-9.07,0.04,0.78, -0.10,0.04,-0.01
-9.06,0.03,0.74, -0.10,0.05,-0.01
-9.06,0.03,0.70, -0.10,0.05,-0.01
-9.06,0.04,0.68, -0.10,0.04,-0.01
-9.11,0.03,0.70, -0.10,0.03,-0.01
-9.12,0.02,0.73, -0.10,0.03,-0.01
-9.08,0.02,0.75, -0.10,0.04,-0.01
-9.04,0.03,0.75, -0.10,0.06,-0.01
-9.04,0.06,0.70, -0.09,0.08,-0.01
-9.09,0.06,0.56, -0.08,0.07,-0.03
-9.19,0.04,0.52, -0.06,0.01,-0.04
-9.18,0.09,0.43, -0.05,-0.06,-0.04
-9.07,0.04,0.62, -0.04,-0.08,-0.05
-9.04,-0.01,0.68, -0.03,-0.06,-0.05
-9.08,-0.04,0.66, -0.01,0.01,-0.05
-9.09,-0.05,0.55, 0.00,0.08,-0.03
-9.09,-0.09,0.55, 0.01,0.11,-0.01
-9.15,-0.07,0.59, 0.01,0.08,0.01
-9.23,-0.13,0.60, 0.02,-0.01,0.01
-9.25,-0.03,0.67, 0.02,-0.12,0.01
-9.17,0.06,0.78, 0.02,-0.22,0.01
-9.10,0.05,0.87, 0.02,-0.27,0.01
-9.24,0.03,1.01, 0.02,-0.29,0.01
-9.43,-0.04,1.09, 0.01,-0.26,0.02
-9.25,-0.06,1.16, 0.00,-0.20,0.02
-9.38,-0.15,1.15, -0.01,-0.14,0.00
-9.40,-0.04,1.07, -0.03,-0.08,-0.04
-9.35,0.11,0.96, -0.05,-0.02,-0.10
-9.34,0.12,0.84, -0.08,0.02,-0.16
-9.37,0.09,0.75, -0.09,0.02,-0.22
-9.37,0.04,0.71, -0.10,-0.01,-0.26
-9.23,-0.21,0.78, -0.10,-0.05,-0.29
-9.13,-0.23,0.81, -0.08,-0.10,-0.34
-9.17,-0.27,0.91, -0.06,-0.15,-0.38
-9.46,-0.26,0.98, -0.04,-0.19,-0.40
-9.86,-0.25,1.02, -0.05,-0.20,-0.41
-10.05,-0.25,1.08, -0.07,-0.16,-0.40
-9.98,-0.29,1.13, -0.11,-0.08,-0.40
-9.97,-0.35,1.12, -0.14,0.01,-0.38
-10.01,-0.35,1.08, -0.16,0.10,-0.36
-10.12,-0.42,0.97, -0.18,0.16,-0.32
-10.11,-0.54,1.03, -0.20,0.21,-0.28
-10.22,-0.75,1.01, -0.21,0.21,-0.24
-10.21,-0.85,0.98, -0.21,0.19,-0.21
-10.10,-0.86,0.96, -0.22,0.18,-0.16
-9.94,-0.83,0.92, -0.22,0.19,-0.12
-9.79,-0.78,0.86, -0.22,0.21,-0.08
-9.75,-0.73,0.80, -0.22,0.25,-0.03
-9.71,-0.70,0.80, -0.22,0.29,0.01
-9.57,-0.68,0.75, -0.22,0.32,0.05
-9.40,-0.64,0.74, -0.22,0.34,0.08
-9.19,-0.63,0.73, -0.22,0.34,0.10
-9.04,-0.67,0.76, -0.21,0.31,0.10
-8.92,-0.64,0.70, -0.20,0.24,0.06
-8.83,-0.57,0.66, -0.19,0.16,0.01
-8.95,-0.48,0.57, -0.19,0.07,-0.03
-9.01,-0.52,0.62, -0.18,0.00,-0.02
-8.95,-0.50,0.64, -0.16,-0.03,0.00
-8.90,-0.45,0.64, -0.14,-0.03,0.02
-8.96,-0.41,0.64, -0.14,-0.01,0.03
-8.96,-0.40,0.63, -0.15,0.05,0.04
-8.93,-0.44,0.62, -0.16,0.10,0.04
-8.95,-0.50,0.62, -0.18,0.16,0.04
-9.05,-0.53,0.58, -0.20,0.20,0.05
-9.10,-0.47,0.48, -0.21,0.25,0.06
-9.08,-0.41,0.42, -0.22,0.29,0.08
-8.95,-0.36,0.37, -0.23,0.31,0.08
-8.88,-0.39,0.26, -0.24,0.31,0.07
-8.94,-0.47,0.25, -0.24,0.27,0.06
-8.93,-0.51,0.22, -0.24,0.21,0.03
-8.95,-0.52,0.23, -0.24,0.16,0.01
-8.99,-0.53,0.23, -0.23,0.14,0.01
-9.00,-0.50,0.22, -0.22,0.14,0.02
-8.96,-0.52,0.22, -0.21,0.16,0.02
-8.87,-0.44,0.21, -0.21,0.18,0.01
-8.74,-0.41,0.21, -0.21,0.18,-0.02
-8.80,-0.43,0.20, -0.20,0.15,-0.06
-8.99,-0.49,0.20, -0.18,0.10,-0.07
-9.05,-0.48,0.16, -0.17,0.06,-0.06
-8.96,-0.46,0.11, -0.15,0.04,-0.02
-8.99,-0.49,0.11, -0.14,0.04,0.00
-9.05,-0.55,0.11, -0.13,0.06,0.02
-8.97,-0.57,0.11, -0.12,0.09,0.04
-8.86,-0.57,0.13, -0.12,0.10,0.04
-8.86,-0.53,0.02, -0.12,0.11,0.03
-8.85,-0.44,-0.10, -0.12,0.12,0.03
-8.72,-0.41,-0.10, -0.13,0.13,0.04
-8.76,-0.50,-0.15, -0.13,0.14,0.05
-8.84,-0.53,-0.12, -0.13,0.14,0.04
-8.90,-0.51,-0.16, -0.14,0.13,0.02
-8.89,-0.44,-0.23, -0.16,0.11,0.01
-8.88,-0.45,-0.28, -0.17,0.11,0.01
-8.78,-0.44,-0.24, -0.19,0.11,0.01
-8.77,-0.51,-0.19, -0.19,0.11,0.00
-8.87,-0.59,-0.19, -0.18,0.11,0.00
-8.83,-0.57,-0.22, -0.17,0.11,-0.00
-8.73,-0.50,-0.24, -0.17,0.11,-0.02
-8.71,-0.50,-0.26, -0.16,0.10,-0.05
-8.83,-0.56,-0.24, -0.15,0.09,-0.08
-8.91,-0.58,-0.23, -0.14,0.07,-0.09
-8.96,-0.58,-0.23, -0.12,0.05,-0.08
-9.05,-0.60,-0.23, -0.09,0.04,-0.06
-9.05,-0.56,-0.22, -0.08,0.02,-0.06
-9.05,-0.52,-0.21, -0.08,0.01,-0.07
-9.04,-0.56,-0.16, -0.08,0.02,-0.08
-9.03,-0.58,-0.16, -0.07,0.04,-0.09
-8.97,-0.55,-0.20, -0.07,0.08,-0.09
-8.91,-0.51,-0.20, -0.06,0.11,-0.07
-8.94,-0.54,-0.30, -0.05,0.13,-0.06
-8.95,-0.59,-0.30, -0.04,0.12,-0.05
-8.99,-0.60,-0.30, -0.04,0.11,-0.05
-8.96,-0.60,-0.33, -0.05,0.10,-0.06
-8.79,-0.59,-0.36, -0.06,0.12,-0.07
-8.74,-0.59,-0.40, -0.06,0.14,-0.08
-8.85,-0.71,-0.46, -0.06,0.14,-0.07
-8.87,-0.69,-0.50, -0.05,0.12,-0.04
-8.84,-0.61,-0.51, -0.04,0.08,-0.02
-8.86,-0.52,-0.57, -0.05,0.03,-0.02
-8.83,-0.45,-0.61, -0.07,-0.00,-0.04
-8.79,-0.43,-0.62, -0.10,-0.01,-0.06
-8.78,-0.49,-0.54, -0.13,0.01,-0.08
-8.93,-0.61,-0.48, -0.14,0.03,-0.08
-8.98,-0.68,-0.47, -0.15,0.05,-0.07
-8.99,-0.70,-0.49, -0.16,0.07,-0.05
-8.98,-0.71,-0.49, -0.16,0.08,-0.02
-8.89,-0.67,-0.56, -0.16,0.08,-0.01
-8.81,-0.60,-0.60, -0.17,0.07,-0.00
-8.69,-0.62,-0.61, -0.18,0.07,0.00
-8.64,-0.70,-0.59, -0.17,0.08,0.01
-8.67,-0.79,-0.57, -0.16,0.09,0.04
-8.74,-0.78,-0.55, -0.14,0.08,0.06
-8.94,-0.76,-0.55, -0.13,0.06,0.08
-8.93,-0.73,-0.55, -0.12,0.03,0.09
-8.77,-0.66,-0.56, -0.12,0.02,0.09
-8.70,-0.64,-0.51, -0.12,0.03,0.08
-8.72,-0.67,-0.49, -0.10,0.05,0.07
-8.80,-0.71,-0.50, -0.09,0.07,0.07
-8.82,-0.69,-0.53, -0.07,0.08,0.08
-8.83,-0.65,-0.57, -0.06,0.08,0.08
-8.76,-0.58,-0.61, -0.06,0.08,0.08
-8.71,-0.48,-0.64, -0.07,0.08,0.06
-8.68,-0.42,-0.67, -0.08,0.08,0.03
-8.72,-0.42,-0.72, -0.09,0.06,0.00
-8.77,-0.42,-0.71, -0.09,0.05,0.00
-8.77,-0.40,-0.70, -0.09,0.02,0.01
-8.83,-0.45,-0.69, -0.09,0.00,0.00
-8.92,-0.56,-0.70, -0.09,-0.02,-0.01
-8.93,-0.62,-0.66, -0.11,-0.03,-0.03
-8.86,-0.58,-0.67, -0.12,-0.01,-0.05
-8.78,-0.56,-0.76, -0.13,0.02,-0.05
-8.72,-0.55,-0.81, -0.13,0.04,-0.05
-8.75,-0.53,-0.90, -0.13,0.04,-0.05
-8.82,-0.60,-0.88, -0.12,0.02,-0.03
-8.86,-0.66,-0.83, -0.10,-0.01,-0.01
-8.87,-0.67,-0.79, -0.09,-0.05,-0.00
-8.91,-0.65,-0.75, -0.09,-0.06,-0.00
-8.92,-0.59,-0.76, -0.09,-0.06,-0.00
-8.96,-0.58,-0.71, -0.08,-0.04,0.00
-9.03,-0.54,-0.69, -0.08,-0.04,0.00
-9.09,-0.53,-0.61, -0.08,-0.04,0.01
-9.17,-0.54,-0.57, -0.08,-0.05,0.01
-9.21,-0.54,-0.55, -0.09,-0.05,0.01
-9.18,-0.53,-0.57, -0.09,-0.04,0.01
-9.13,-0.55,-0.52, -0.09,-0.03,0.01
-9.01,-0.59,-0.50, -0.09,-0.03,0.00
-8.94,-0.53,-0.49, -0.08,-0.04,-0.02
-8.91,-0.49,-0.56, -0.07,-0.06,-0.03
-8.95,-0.49,-0.59, -0.07,-0.08,-0.04
-8.95,-0.52,-0.59, -0.06,-0.10,-0.04
-9.01,-0.55,-0.51, -0.06,-0.12,-0.02
-8.89,-0.44,-0.37, -0.06,-0.13,-0.01
-8.82,-0.40,-0.13, -0.05,-0.16,-0.03
-9.04,-0.45,0.17, -0.03,-0.20,-0.05
-9.20,-0.53,0.39, -0.00,-0.23,-0.05
-9.26,-0.56,0.36, 0.02,-0.23,-0.04
-9.08,-0.54,0.32, 0.03,-0.16,-0.03
-8.83,-0.44,0.21, 0.03,-0.06,-0.03
-8.59,-0.39,0.10, 0.02,0.04,-0.04
-8.45,-0.31,-0.05, 0.02,0.08,-0.06
-8.43,-0.34,-0.25, 0.01,0.06,-0.07
-8.45,-0.43,-0.32, 0.02,-0.01,-0.08
-8.58,-0.57,-0.31, 0.05,-0.09,-0.07
-8.65,-0.66,-0.28, 0.08,-0.17,-0.05
-8.75,-0.74,-0.22, 0.11,-0.22,-0.02
-8.77,-0.75,-0.11, 0.12,-0.24,-0.01
-8.78,-0.72,-0.11, 0.11,-0.23,-0.02
-8.92,-0.75,-0.11, 0.09,-0.20,-0.03
-9.02,-0.75,-0.10, 0.07,-0.15,-0.02
-9.06,-0.69,-0.12, 0.05,-0.09,-0.00
-9.02,-0.65,-0.10, 0.04,-0.04,0.01
-9.09,-0.64,-0.12, 0.04,-0.02,0.03
-9.24,-0.74,-0.14, 0.05,-0.04,0.06
-9.35,-0.80,-0.16, 0.05,-0.07,0.08
-9.28,-0.79,-0.17, 0.06,-0.07,0.10
-9.21,-0.71,-0.18, 0.07,-0.04,0.11
-9.17,-0.65,-0.19, 0.07,0.00,0.12
-9.15,-0.57,-0.19, 0.08,0.04,0.12
-9.09,-0.48,-0.19, 0.09,0.04,0.13
-9.10,-0.47,-0.27, 0.09,0.02,0.12
-9.09,-0.51,-0.31, 0.08,-0.02,0.10
-9.09,-0.57,-0.30, 0.08,-0.06,0.08
-9.08,-0.57,-0.29, 0.08,-0.07,0.07
-9.10,-0.62,-0.24, 0.09,-0.07,0.07
-9.13,-0.60,-0.24, 0.09,-0.06,0.07
-9.10,-0.52,-0.28, 0.07,-0.06,0.06
-9.08,-0.44,-0.23, 0.05,-0.05,0.05
-9.05,-0.40,-0.12, 0.02,-0.06,0.03
-9.03,-0.40,-0.07, 0.01,-0.07,-0.00
-9.04,-0.51,-0.06, -0.00,-0.08,-0.02
-9.13,-0.58,-0.09, -0.02,-0.06,-0.02
-9.22,-0.58,-0.11, -0.05,-0.01,-0.00
-9.22,-0.57,-0.15, -0.08,0.05,0.01
-9.24,-0.58,-0.17, -0.11,0.09,0.01
-9.27,-0.58,-0.22, -0.12,0.11,0.02
-9.26,-0.54,-0.26, -0.14,0.10,0.04
-9.21,-0.47,-0.23, -0.15,0.06,0.03
-9.25,-0.48,-0.19, -0.15,0.02,0.03
-9.38,-0.57,-0.15, -0.14,-0.01,0.04
-9.39,-0.66,-0.13, -0.13,0.00,0.06
-9.24,-0.62,-0.14, -0.13,0.04,0.06
-9.11,-0.56,-0.10, -0.13,0.07,0.03
-9.10,-0.52,-0.02, -0.13,0.07,-0.01
-9.28,-0.53,0.03, -0.12,0.05,-0.03
-9.34,-0.53,-0.05, -0.10,0.02,-0.02
-9.16,-0.45,-0.18, -0.08,0.03,-0.01
-9.01,-0.37,-0.28, -0.07,0.06,0.00
-8.99,-0.37,-0.32, -0.08,0.08,-0.00
-8.98,-0.36,-0.28, -0.09,0.09,-0.01
-9.02,-0.39,-0.24, -0.09,0.09,-0.02
-9.07,-0.38,-0.32, -0.09,0.08,-0.03
-9.15,-0.37,-0.41, -0.10,0.07,-0.03
-9.15,-0.41,-0.38, -0.11,0.07,-0.03
-9.11,-0.44,-0.33, -0.12,0.08,-0.02
-9.01,-0.44,-0.29, -0.13,0.10,-0.01
-8.94,-0.40,-0.26, -0.14,0.11,0.00
-9.00,-0.39,-0.22, -0.15,0.10,0.00
-9.02,-0.36,-0.18, -0.16,0.09,-0.00
-9.07,-0.33,-0.32, -0.18,0.08,-0.02
-9.10,-0.30,-0.43, -0.20,0.08,-0.02
-9.08,-0.31,-0.44, -0.24,0.11,0.01
-8.99,-0.38,-0.43, -0.26,0.14,0.05
-8.91,-0.43,-0.42, -0.26,0.16,0.08
-8.89,-0.49,-0.43, -0.25,0.18,0.09
-8.94,-0.57,-0.57, -0.24,0.18,0.09
-8.94,-0.62,-0.75, -0.22,0.19,0.08
-8.88,-0.61,-0.86, -0.21,0.19,0.08
-8.90,-0.56,-0.90, -0.19,0.17,0.07
-9.07,-0.51,-0.87, -0.17,0.15,0.08
-9.21,-0.45,-0.74, -0.15,0.10,0.09
-9.26,-0.41,-0.65, -0.13,0.04,0.08
-9.26,-0.38,-0.65, -0.12,-0.01,0.05
-9.16,-0.32,-0.84, -0.13,-0.02,0.03
-9.03,-0.27,-0.97, -0.15,0.01,0.01
-8.98,-0.27,-0.99, -0.17,0.06,0.00
-8.99,-0.32,-0.97, -0.19,0.13,0.00
-9.06,-0.39,-1.02, -0.20,0.20,0.01
-9.04,-0.49,-0.99, -0.20,0.26,0.01
-8.94,-0.49,-0.95, -0.20,0.29,0.01
-8.88,-0.46,-0.98, -0.19,0.27,-0.01
-8.87,-0.43,-0.98, -0.18,0.22,-0.03
-8.90,-0.36,-1.06, -0.17,0.15,-0.05
-8.99,-0.40,-1.06, -0.16,0.09,-0.05
-8.95,-0.40,-1.06, -0.17,0.05,-0.04
-8.87,-0.41,-0.97, -0.17,0.04,-0.03
-8.84,-0.40,-0.89, -0.17,0.06,-0.03
-8.79,-0.40,-0.86, -0.16,0.10,-0.04
-8.84,-0.42,-0.86, -0.15,0.15,-0.06
-8.91,-0.42,-0.89, -0.14,0.20,-0.06
-9.04,-0.40,-0.89, -0.14,0.24,-0.04
-9.07,-0.45,-0.91, -0.13,0.27,-0.03
-9.09,-0.51,-0.94, -0.12,0.27,-0.01
-8.98,-0.50,-0.96, -0.11,0.25,-0.01
-8.79,-0.44,-0.97, -0.09,0.23,-0.02
-8.72,-0.42,-1.01, -0.06,0.21,-0.03
-8.91,-0.47,-1.09, -0.05,0.20,-0.03
-9.02,-0.54,-1.08, -0.04,0.20,-0.03
-9.11,-0.51,-1.10, -0.03,0.22,-0.02
-9.21,-0.45,-1.18, -0.04,0.26,0.00
-9.10,-0.38,-1.15, -0.06,0.33,0.02
-8.75,-0.24,-1.21, -0.08,0.39,0.00
-8.53,-0.19,-1.44, -0.09,0.42,-0.04
-8.64,-0.19,-1.62, -0.11,0.40,-0.06
-8.88,-0.27,-1.61, -0.12,0.34,-0.07
-9.09,-0.37,-1.59, -0.13,0.27,-0.07
-9.10,-0.42,-1.43, -0.14,0.24,-0.07
-8.92,-0.40,-1.37, -0.14,0.27,-0.07
-8.91,-0.35,-1.38, -0.15,0.32,-0.10
-9.05,-0.35,-1.50, -0.17,0.36,-0.11
-9.03,-0.38,-1.57, -0.19,0.43,-0.09
-9.01,-0.52,-1.56, -0.19,0.52,-0.06
-8.95,-0.63,-1.56, -0.17,0.62,-0.02
-8.80,-0.61,-1.59, -0.16,0.70,-0.00
-8.67,-0.38,-1.79, -0.14,0.75,-0.01
-8.84,-0.31,-2.06, -0.15,0.76,-0.02
-8.98,-0.38,-2.22, -0.16,0.73,-0.02
-8.88,-0.43,-2.26, -0.17,0.69,-0.00
-8.80,-0.48,-2.29, -0.17,0.67,0.01
-8.83,-0.45,-2.35, -0.17,0.67,0.02
-8.79,-0.42,-2.38, -0.18,0.73,0.03
-8.70,-0.43,-2.43, -0.18,0.79,0.03
-8.75,-0.49,-2.55, -0.19,0.86,0.03
-8.59,-0.39,-2.67, -0.20,0.91,0.02
-8.37,-0.28,-2.87, -0.21,0.92,0.01
-8.41,-0.34,-3.09, -0.20,0.90,0.01
-8.42,-0.33,-3.18, -0.20,0.85,0.01
-8.44,-0.32,-3.34, -0.19,0.81,0.02
-8.28,-0.28,-3.39, -0.19,0.77,0.02
-8.15,-0.27,-3.48, -0.19,0.75,0.02
-8.30,-0.32,-3.58, -0.18,0.73,0.02
-8.24,-0.32,-3.60, -0.18,0.71,0.04
-8.19,-0.33,-3.70, -0.16,0.67,0.04
-8.30,-0.38,-3.80, -0.15,0.64,0.04
-8.36,-0.38,-3.85, -0.14,0.62,0.04
-8.33,-0.32,-3.94, -0.14,0.64,0.05
-8.16,-0.27,-3.93, -0.16,0.71,0.06
-8.06,-0.24,-4.01, -0.18,0.79,0.06
-7.90,-0.17,-4.10, -0.19,0.83,0.03
-7.86,-0.21,-4.32, -0.19,0.81,0.00
-7.84,-0.21,-4.46, -0.18,0.74,-0.00
-7.97,-0.15,-4.55, -0.17,0.63,0.00
-8.12,-0.23,-4.60, -0.17,0.55,0.02
-8.07,-0.29,-4.56, -0.16,0.52,0.04
-7.84,-0.33,-4.56, -0.15,0.56,0.07
-7.45,-0.14,-4.66, -0.15,0.60,0.05
-7.46,-0.02,-4.87, -0.16,0.60,0.02
-7.68,-0.05,-5.02, -0.17,0.58,0.03
-7.58,-0.14,-4.99, -0.17,0.56,0.04
-7.45,-0.18,-4.98, -0.17,0.57,0.05
-7.40,-0.20,-4.97, -0.17,0.61,0.05
-7.33,-0.20,-5.07, -0.16,0.65,0.04
-7.26,-0.12,-5.22, -0.16,0.67,0.02
-7.12,-0.05,-5.32, -0.17,0.65,0.01
-7.07,-0.08,-5.46, -0.16,0.60,-0.01
-7.24,-0.17,-5.51, -0.15,0.54,-0.01
-7.29,-0.23,-5.52, -0.14,0.49,0.00
-7.23,-0.22,-5.53, -0.13,0.47,0.00
-7.26,-0.23,-5.59, -0.12,0.47,0.00
-7.08,-0.20,-5.56, -0.12,0.51,0.00
-6.75,-0.10,-5.64, -0.11,0.52,-0.02
-6.83,-0.11,-5.81, -0.10,0.49,-0.05
-7.02,-0.21,-5.83, -0.09,0.44,-0.04
-7.13,-0.21,-5.84, -0.08,0.38,-0.02
-7.20,-0.18,-5.86, -0.07,0.36,0.01
-7.12,-0.15,-5.82, -0.07,0.37,0.02
-6.95,-0.15,-5.84, -0.08,0.40,0.02
-6.92,-0.08,-5.94, -0.09,0.42,0.00
-6.80,-0.07,-6.04, -0.09,0.40,-0.01
-6.69,-0.04,-6.19, -0.10,0.36,-0.03
-6.68,-0.04,-6.21, -0.10,0.28,-0.04
-6.79,-0.08,-6.20, -0.09,0.20,-0.03
-6.99,-0.08,-6.19, -0.09,0.15,-0.02
-6.97,-0.06,-6.16, -0.10,0.17,-0.01
-6.79,-0.11,-6.10, -0.12,0.24,-0.01
-6.66,-0.14,-6.13, -0.12,0.31,-0.04
-6.66,-0.19,-6.25, -0.12,0.33,-0.06
-6.58,-0.09,-6.36, -0.11,0.30,-0.06
-6.49,0.00,-6.42, -0.11,0.22,-0.05
-6.55,-0.06,-6.47, -0.11,0.14,-0.04
-6.64,-0.04,-6.41, -0.12,0.09,-0.02
-6.67,-0.09,-6.34, -0.13,0.09,-0.01
-6.72,-0.20,-6.27, -0.13,0.13,0.00
-6.64,-0.29,-6.26, -0.13,0.17,-0.00
-6.52,-0.24,-6.29, -0.11,0.19,-0.01
-6.48,-0.14,-6.44, -0.10,0.16,-0.01
-6.44,-0.07,-6.47, -0.10,0.09,-0.01
-6.53,-0.13,-6.46, -0.10,0.01,-0.00
-6.47,-0.14,-6.39, -0.09,-0.03,0.01
-6.46,-0.15,-6.34, -0.09,-0.02,0.01
-6.50,-0.15,-6.34, -0.09,0.01,0.01
-6.54,-0.16,-6.34, -0.08,0.05,-0.00
-6.55,-0.13,-6.35, -0.08,0.06,-0.01
-6.50,-0.09,-6.39, -0.08,0.06,-0.01
-6.47,-0.02,-6.46, -0.08,0.03,-0.01
-6.50,-0.02,-6.44, -0.09,-0.00,-0.01
-6.66,-0.07,-6.45, -0.09,-0.02,-0.01
-6.62,-0.07,-6.41, -0.10,-0.01,-0.00
-6.60,-0.15,-6.37, -0.11,0.01,-0.00
-6.55,-0.16,-6.39, -0.11,0.04,-0.02
-6.53,-0.13,-6.41, -0.11,0.06,-0.03
-6.44,-0.15,-6.45, -0.10,0.06,-0.04
-6.49,-0.10,-6.49, -0.10,0.03,-0.06
-6.65,-0.10,-6.52, -0.10,0.01,-0.05
-6.64,-0.09,-6.49, -0.11,-0.00,-0.03
-6.62,-0.13,-6.50, -0.11,0.01,-0.01
-6.60,-0.13,-6.44, -0.12,0.04,0.01
-6.52,-0.15,-6.46, -0.12,0.09,0.02
-6.49,-0.22,-6.43, -0.11,0.11,0.01
-6.47,-0.27,-6.47, -0.10,0.10,-0.00
-6.51,-0.21,-6.53, -0.09,0.06,-0.02
-6.66,-0.15,-6.58, -0.09,0.02,-0.01
-6.71,-0.11,-6.55, -0.09,0.00,0.01
-6.65,-0.07,-6.51, -0.10,0.01,0.02
-6.65,-0.10,-6.47, -0.11,0.06,0.04
-6.62,-0.14,-6.44, -0.11,0.11,0.04
-6.46,-0.22,-6.44, -0.11,0.15,0.03
-6.45,-0.24,-6.52, -0.10,0.14,0.02
-6.39,-0.21,-6.57, -0.09,0.10,0.00
-6.40,-0.12,-6.62, -0.09,0.05,-0.01
-6.42,-0.08,-6.59, -0.09,0.02,-0.01
-6.38,-0.07,-6.55, -0.10,0.03,0.00
-6.33,-0.05,-6.51, -0.10,0.07,0.01
-6.41,-0.11,-6.54, -0.11,0.12,0.01
-6.42,-0.16,-6.61, -0.11,0.14,0.01
-6.35,-0.15,-6.61, -0.11,0.12,0.01
-6.36,-0.10,-6.63, -0.11,0.07,0.00
-6.36,-0.07,-6.62, -0.11,0.03,-0.00
-6.30,-0.08,-6.60, -0.11,0.01,-0.01
-6.34,-0.10,-6.55, -0.11,0.02,-0.01
-6.29,-0.11,-6.49, -0.12,0.04,-0.02
-6.26,-0.12,-6.50, -0.11,0.05,-0.03
-6.35,-0.15,-6.52, -0.11,0.05,-0.03
-6.43,-0.11,-6.59, -0.10,0.03,-0.02
-6.43,-0.12,-6.61, -0.11,0.02,-0.01
-6.35,-0.12,-6.59, -0.11,0.02,-0.00
-6.36,-0.06,-6.57, -0.11,0.03,0.00
-6.33,0.04,-6.61, -0.12,0.05,0.00
-6.28,0.04,-6.57, -0.13,0.09,-0.00
-6.27,-0.05,-6.57, -0.14,0.12,-0.01
-6.35,-0.14,-6.64, -0.14,0.14,-0.01
-6.32,-0.11,-6.67, -0.14,0.15,-0.01
-6.29,-0.07,-6.67, -0.14,0.15,-0.01
-6.34,-0.08,-6.72, -0.14,0.13,-0.01
-6.36,-0.07,-6.75, -0.14,0.11,-0.00
-6.32,-0.08,-6.73, -0.14,0.09,0.01
-6.28,-0.07,-6.75, -0.14,0.08,0.00
-6.29,-0.11,-6.75, -0.13,0.08,0.00
-6.28,-0.11,-6.73, -0.13,0.09,0.00
-6.27,-0.09,-6.76, -0.12,0.09,-0.01
-6.29,-0.06,-6.78, -0.12,0.09,-0.01
-6.29,-0.01,-6.80, -0.12,0.09,-0.01
-6.25,-0.03,-6.85, -0.11,0.10,-0.02
-6.23,-0.03,-6.84, -0.11,0.11,-0.02
-6.16,-0.05,-6.84, -0.11,0.13,-0.02
-6.16,-0.02,-6.83, -0.11,0.14,-0.03
-6.20,-0.01,-6.84, -0.12,0.13,-0.02
-6.25,-0.05,-6.82, -0.12,0.12,-0.02
-6.24,0.01,-6.87, -0.12,0.11,-0.02
-6.18,0.00,-6.85, -0.13,0.11,-0.01
-6.07,0.02,-6.84, -0.12,0.10,-0.02
-6.05,-0.03,-6.80, -0.12,0.11,-0.03
-6.10,-0.09,-6.81, -0.11,0.11,-0.03
-6.15,-0.10,-6.87, -0.10,0.13,-0.03
-6.11,-0.11,-6.90, -0.09,0.14,-0.02
-6.07,-0.08,-6.90, -0.09,0.15,-0.02
-6.05,-0.07,-6.94, -0.09,0.16,-0.01
-5.96,-0.04,-6.92, -0.08,0.16,-0.02
-5.95,-0.03,-6.98, -0.08,0.17,-0.04
-6.05,-0.05,-7.00, -0.08,0.18,-0.05
-6.08,-0.05,-7.02, -0.09,0.17,-0.04
-6.06,-0.05,-7.07, -0.09,0.16,-0.03
-6.02,-0.03,-7.09, -0.09,0.15,-0.02
-5.95,-0.02,-7.07, -0.09,0.13,-0.01
-5.90,-0.01,-7.11, -0.10,0.12,-0.01
-5.88,0.00,-7.08, -0.10,0.11,-0.02
-5.83,-0.04,-7.02, -0.10,0.12,-0.04
-5.77,-0.06,-7.06, -0.10,0.13,-0.06
-5.78,-0.11,-7.07, -0.09,0.13,-0.08
-5.84,-0.15,-7.09, -0.08,0.13,-0.09
